"iso_code","iso_code_2","continent","region","income_level","country","location","date","epi_cases_total","epi_cases_total_100k","epi_cases_last_7_days","epi_cases_last_7_days_100k","epi_cases_last_24_hours","epi_deaths_total","epi_deaths_total_100k","epi_deaths_last_7_days","epi_deaths_last_7_days_100k","epi_deaths_last_24_hours","owd_total_cases","owd_new_cases","owd_new_cases_smoothed","owd_total_deaths","owd_new_deaths","owd_new_deaths_smoothed","owd_total_cases_per_million","owd_new_cases_per_million","owd_new_cases_smoothed_per_million","owd_total_deaths_per_million","owd_new_deaths_per_million","owd_new_deaths_smoothed_per_million","owd_reproduction_rate","owd_icu_patients","owd_icu_patients_per_million","owd_hosp_patients","owd_hosp_patients_per_million","owd_weekly_icu_admissions","owd_weekly_icu_admissions_per_million","owd_weekly_hosp_admissions","owd_weekly_hosp_admissions_per_million","owd_new_tests","owd_total_tests","owd_total_tests_per_thousand","owd_new_tests_per_thousand","owd_new_tests_smoothed","owd_new_tests_smoothed_per_thousand","owd_positive_rate","owd_tests_per_case","owd_tests_units","owd_total_vaccinations","owd_people_vaccinated","owd_people_fully_vaccinated","owd_total_boosters","owd_new_vaccinations","owd_new_vaccinations_smoothed","owd_total_vaccinations_per_hundred","owd_people_vaccinated_per_hundred","owd_people_fully_vaccinated_per_hundred","owd_total_boosters_per_hundred","owd_new_vaccinations_smoothed_per_million","owd_stringency_index","owd_population","owd_population_density","owd_median_age","owd_aged_65_older","owd_aged_70_older","owd_gdp_per_capita","owd_extreme_poverty","owd_cardiovasc_death_rate","owd_diabetes_prevalence","owd_female_smokers","owd_male_smokers","owd_handwashing_facilities","owd_hospital_beds_per_thousand","owd_life_expectancy","owd_human_development_index","owd_excess_mortality_cumulative_absolute","owd_excess_mortality_cumulative","owd_excess_mortality","owd_excess_mortality_cumulative_per_million","imf_covidsurge","imf_procurement","imf_totalsupplies","imf_fullyvacc","imf_delivery_max","imf_delivery_avg","imf_target_delivery","imf_diagnostics","imf_genomic","imf_delta","imf_vaccdelivery_gap","imf_diagnostics_gap","imf_genomic_gap","imf_expectedcoverage","imf_procurement_bilateral","imf_procurement_donation","imf_procurement_covax","imf_procurement_other","imf_expectedcoverage_gap","imf_expectedcoverage_gap_doses","imf_vacc_atleastone","imf_total_admin","imf_ratio_admin","imf_target_delivery_70","imf_procurement_gap_70","imf_procurement_gap_doses_70","imf_amc92","imf_archetype","imf_fullyvacc_population","imf_total_delivery","imf_total_administered","ivb_total_vaccination","ivb_persons_vaccinated_1plus_dose","ivb_total_vaccinations_per100","ivb_persons_vaccinated_1plus_dose_per100","ivb_persons_fully_vaccinated","ivb_persons_fully_vaccinated_per100","ivb_vaccines_used","ivb_first_vaccine_date","ivb_number_vaccines_types_used"
"SRB","RS","Europe","EURO","UMC","Serbia","Serbia",11/4/2021 0:00:00,1168608.00,16871.05,43006.00,620.87,6126.00,10203.00,147.29,442.00,6.38,64.00,1168608.00,6126.00,6143.71,10203.00,64.00,63.14,169161.85,886.76,889.33,1476.93,9.26,9.14,,277.00,40.09,"6767","979.557",,,,,"22552","6403925","927","3.265","21437","3.103","0.287","3.5","people tested",,,,,,,,,,,,,6908224.00,80.29,41.20,17.36,,14048.88,,439.41,10.08,37.70,40.20,97.71,5.60,76.00,0.80,,,,,0.98,49.00,57.09,43.61,0.93,0.34,,3.84,0.02,0.00,,,4.96,53.00,46.00,1.00,2.00,0.00,17.00,2.29,45.86,52.11,91.26,0.20,21.00,3.70,0.00,"3 - Leverage",3.01,7.88,7.19,6144244.00,3137032.00,88.70,45.28,3007212.00,43.41,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty",12/23/2020 0:00:00,4.00
"SSD","SS","Africa","AFRO","LIC","South Sudan","South Sudan",11/4/2021 0:00:00,12453.00,111.25,92.00,0.82,5.00,133.00,1.18,0.00,0.00,0.00,12448.00,12.00,14.28,133.00,0.00,0.00,1093.71,1.05,1.25,11.68,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11381377.00,,19.20,3.44,2.03,1569.88,,280.77,10.43,,,,,57.85,0.43,,,,,0.25,30.00,1.20,0.43,0.02,9.99999977648258e-03,1.40,0.05,0.70,0.00,1.39,0.94,4.28,20.00,0.00,0.00,30.00,0.00,50.00,11.39,0.75,0.59,49.16,0.58,39.74,9.00,1.00,"2 - Connect",0.05,0.27,0.13,140418.00,84839.00,1.25,0.75,55579.00,0.49,"Janssen - Ad26.COV 2-S,SII - Covishield",4/6/2021 0:00:00,2.00
"STP","ST","Africa","AFRO","LMC","Sao Tome and Principe","Sao Tome and Principe",11/4/2021 0:00:00,3718.00,1696.48,13.00,5.93,3.00,56.00,25.55,0.00,0.00,0.00,3718.00,3.00,1.85,56.00,0.00,0.00,16645.47,13.43,8.31,250.71,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223364.00,212.84,18.70,2.88,2.16,3052.71,32.30,270.11,2.42,,,41.34,2.90,70.39,0.62,,,,,0.23,90.00,61.93,12.76,1.10,0.15,0.56,0.30,0.00,,0.40,0.69,5.00,50.00,0.00,8.00,30.00,52.00,20.00,0.10,35.97,24.36,39.33,0.38,0.00,0.00,1.00,"2 - Connect",0.02,0.27,0.10,108838.00,80345.00,49.66,36.66,28493.00,13.00,"AstraZeneca - Vaxzevria,SII - Covishield",3/15/2021 0:00:00,2.00
"SUR","SR","South America","AMRO","UMC","Suriname","Suriname",11/4/2021 0:00:00,49362.00,8414.47,692.00,117.96,105.00,1101.00,187.68,27.00,4.60,3.00,49362.00,105.00,82.42,1101.00,3.00,2.71,83410.21,177.42,139.28,1860.43,5.06,4.58,,,,,,,,,,,,,,,,,,,454937.00,251204.00,203733.00,,446.00,1020.00,76.87,42.45,34.43,,1724.00,"61.11",591798.00,3.61,29.60,6.93,4.22,13767.11,,258.31,12.54,7.40,42.90,67.77,3.10,71.68,0.73,,,,,1.22,82.00,43.97,34.43,1.53,0.20,0.05,,1.62,0.00,,,3.36,50.00,0.00,75.00,7.00,0.00,20.00,0.20,42.45,38.44,87.40,0.27,0.00,0.00,0.00,"2 - Connect",0.20,0.52,0.45,447796.00,248758.00,76.33,42.40,199038.00,33.92,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2/23/2021 0:00:00,5.00
"SVK","SK","Europe","EURO","HIC","Slovakia","Slovakia",11/4/2021 0:00:00,506795.00,9285.57,32200.00,589.97,6805.00,13166.00,241.23,166.00,3.04,20.00,499990.00,6713.00,4283.14,13146.00,34.00,24.14,91561.08,1229.32,784.35,2407.37,6.22,4.42,,,,,,,,,,,,,,,,,,,4823639.00,2513532.00,2310107.00,,11.00,2124.00,88.33,46.03,42.30,,389.00,,5460726.00,113.12,41.20,15.07,9.16,30155.15,0.70,287.95,7.29,23.10,37.70,,5.82,77.54,0.86,,,,,2.41,337.00,56.34,42.29,0.67,0.05,,4.64,1.92,,,,3.06,120.00,18.00,0.00,0.00,319.00,,,46.02,44.17,78.38,0.21,0.00,0.00,0.00,"0 - High Income *",2.30,6.15,4.82,4811765.00,2485402.00,88.20,45.53,2326363.00,44.44,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",1/6/2021 0:00:00,5.00
"SVN","SI","Europe","EURO","HIC","Slovenia","Slovenia",11/4/2021 0:00:00,346220.00,16519.22,17527.00,836.26,4511.00,5097.00,243.19,11.00,0.52,0.00,346220.00,4521.00,2498.71,4793.00,9.00,10.00,166554.17,2174.89,1202.04,2305.74,4.33,4.81,,,,,,,,,,"9961","1765184","849.167","4.792","6384","3.071","0.42","2.4","tests performed",,,,,,,,,,,,"41.67",2078723.00,102.61,44.50,19.06,12.93,31400.84,,153.49,7.25,20.10,25.00,,4.50,81.32,0.91,,,,,2.29,319.00,92.29,53.95,1.12,0.07,,12.82,9.36,100.00,,,,122.00,0.00,0.00,0.00,319.00,,,57.29,55.63,60.27,0.11,0.00,0.00,0.00,"0 - High Income *",1.12,3.83,2.31,2163784.00,1180765.00,103.20,56.33,983019.00,53.40,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",12/23/2020 0:00:00,4.00
"SWE","SE","Europe","EURO","HIC","Sweden","Sweden",11/4/2021 0:00:00,1176269.00,11389.58,5863.00,56.77,842.00,15050.00,145.72,11.00,0.10,3.00,1176269.00,844.00,835.28,15050.00,7.00,4.57,115772.69,83.07,82.21,1481.27,0.68,0.45,,,,,,,,,,,,,,,,,,,14669206.00,7261439.00,6927245.00,,29822.00,21850.00,144.38,71.47,68.18,,2151.00,,10160159.00,24.71,41.00,19.98,13.43,46949.28,0.50,133.98,4.79,18.80,18.90,,2.22,82.80,0.94,,,,,0.11,319.00,92.76,68.18,1.09,0.50,,1.89,9.72,99.50,,,,122.00,0.00,0.00,0.00,319.00,,,71.47,72.19,77.81,,0.00,0.00,0.00,"0 - High Income *",6.92,18.84,14.66,14148532.00,7243833.00,137.00,70.14,6904699.00,66.85,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",12/23/2020 0:00:00,3.00
"SWZ","SZ","Africa","AFRO","LMC","Eswatini","Eswatini",11/4/2021 0:00:00,46454.00,4004.08,58.00,4.99,7.00,1243.00,107.14,1.00,0.08,1.00,46454.00,7.00,8.28,1243.00,1.00,0.14,39624.04,5.97,7.06,1060.24,0.85,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172369.00,79.49,21.50,3.16,1.84,7738.97,,333.43,3.94,1.70,16.50,24.09,2.10,60.19,0.61,,,,,0.05,32.00,24.65,20.29,0.93,0.46,0.68,0.54,0.25,0.00,0.23,0.46,4.73,33.00,0.00,1.00,31.00,0.00,37.00,0.89,20.98,11.92,48.34,0.41,38.45,0.90,1.00,"2 - Connect",0.23,0.57,0.27,279406.00,246064.00,24.08,21.20,238029.00,20.51,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",3/19/2021 0:00:00,3.00
"SYC","SC","Africa","AFRO","HIC","Seychelles","Seychelles",11/4/2021 0:00:00,22381.00,22757.17,138.00,140.31,45.00,114.00,115.91,0.00,0.00,0.00,22336.00,35.00,17.57,119.00,0.00,0.00,225821.45,353.85,177.65,1203.11,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98910.00,208.35,36.20,8.60,5.58,26382.28,1.10,242.64,10.55,7.10,35.70,,3.60,73.40,0.79,,,,,7.00,82.00,134.58,77.54,3.23,0.51,,,1.15,0.00,,,3.83,91.00,1.00,63.00,18.00,0.00,,,82.22,85.88,63.81,,0.00,0.00,0.00,"0 - High Income *",0.07,0.26,0.16,169886.00,81323.00,172.74,82.69,76696.00,77.98,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Julphar - Hayat-Vax,SII - Covishield",1/10/2021 0:00:00,4.00
"SYR","SY","Asia","EMRO","LIC","Syrian Arab Republic","Syria",11/4/2021 0:00:00,44191.00,252.51,1570.00,8.97,0.00,2593.00,14.81,48.00,0.27,0.00,44191.00,0.00,224.28,2593.00,3.00,7.28,2418.01,0.00,12.27,141.88,0.16,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60.65",18275704.00,,21.70,,2.57,,,376.26,,,,70.59,1.50,72.70,0.56,,,,,0.00,31.00,4.65,2.75,0.11,0.10,1.29,,0.00,,1.19,,5.00,20.00,0.00,1.00,30.00,0.00,50.00,18.29,4.42,3.08,66.23,0.56,39.18,14.30,1.00,"1 - Test",0.50,1.69,1.12,1125146.00,807249.00,6.42,4.61,503394.00,2.87,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,SII - Covishield,Sinovac - CoronaVac",4/1/2021 0:00:00,6.00
"TCD","TD","Africa","AFRO","LIC","Chad","Chad",11/4/2021 0:00:00,5107.00,31.09,38.00,0.23,0.00,175.00,1.06,1.00,6.0e-03,0.00,5107.00,0.00,5.42,175.00,0.00,0.14,301.92,0.00,0.32,10.34,0.00,8.0e-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.22",16914985.00,11.83,16.70,2.48,1.44,1768.15,38.40,280.99,6.10,,,5.81,,54.24,0.39,,,,,0.00,31.00,1.58,0.36,0.02,0.00,1.39,0.03,0.18,,1.39,0.97,4.82,20.00,0.00,1.00,30.00,0.00,50.00,16.89,0.99,0.67,42.40,0.58,39.41,13.30,1.00,"2 - Connect",0.06,0.53,0.22,224180.00,165934.00,1.36,1.01,58246.00,0.35,"Beijing CNBG - BBIBP-CorV",6/4/2021 0:00:00,1.00
"TGO","TG","Africa","AFRO","LIC","Togo","Togo",11/4/2021 0:00:00,26102.00,315.29,66.00,0.79,6.00,243.00,2.93,1.00,0.01,0.00,26102.00,6.00,9.42,243.00,0.00,0.14,3078.70,0.70,1.11,28.66,0.00,0.01,,,,,,,,,,"1056","552695","65.19","0.125","1073","0.127","0.009","113.8","tests performed",,,,,,,,,,,,,8478242.00,143.36,19.40,2.83,1.52,1429.81,49.20,280.03,6.15,0.90,14.20,10.47,0.70,61.04,0.51,,,,,0.18,80.00,19.62,5.26,0.28,0.07,1.13,0.12,1.33,0.00,1.07,0.87,3.67,26.00,0.00,3.00,30.00,47.00,44.00,7.50,10.96,8.11,41.34,0.51,0.00,0.00,1.00,"1 - Test",0.44,3.32,1.37,1375481.00,929347.00,16.61,11.22,446134.00,5.38,"SII - Covishield",3/10/2021 0:00:00,1.00
"THA","TH","Asia","SEARO","UMC","Thailand","Thailand",11/4/2021 0:00:00,1951572.00,2795.94,57631.00,82.56,8148.00,19542.00,27.99,472.00,0.67,80.00,1951572.00,16130.00,9514.14,19542.00,148.00,76.57,27899.19,230.59,136.01,279.36,2.11,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69950844.00,135.13,40.10,11.37,6.89,16277.67,0.10,109.86,7.04,1.90,38.80,90.67,2.10,77.15,0.77,,,,,146.63,107.00,60.54,45.36,1.21,1.00,,0.71,0.33,97.19,,0.28,4.67,79.00,104.00,4.00,0.00,0.00,,,61.20,55.05,90.91,0.14,0.00,0.00,0.00,"4 - Strengthen",31.72,84.71,77.01,73299684.00,42388465.00,105.01,60.72,30911219.00,44.28,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2/28/2021 0:00:00,7.00
"TJK","TJ","Asia","EURO","LMC","Tajikistan","Tajikistan",11/4/2021 0:00:00,17486.00,183.33,0.00,0.00,0.00,125.00,1.31,0.00,0.00,0.00,17486.00,0.00,0.00,125.00,0.00,0.00,1793.50,0.00,0.00,12.82,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9749625.00,64.28,23.30,3.46,2.15,2896.91,4.80,427.69,7.11,,,72.70,4.80,71.10,0.66,,,,,0.00,61.00,27.19,21.95,0.89,0.17,0.55,,0.00,,0.37,,5.00,30.00,0.00,9.00,30.00,21.00,40.00,7.80,27.46,24.72,90.91,0.37,9.28,1.80,1.00,"1 - Test",2.14,5.30,4.82,4789579.00,2691311.00,50.20,28.21,2098268.00,22.00,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",3/24/2021 0:00:00,6.00
"TLS","TL","Asia","SEARO","LMC","Timor-Leste","Timor",11/4/2021 0:00:00,19794.00,1501.31,7.00,0.53,0.00,122.00,9.25,0.00,0.00,0.00,19794.00,4.00,1.28,122.00,0.00,0.00,14729.04,2.97,0.95,90.78,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343875.00,87.17,18.00,3.55,1.89,6570.10,30.30,335.34,6.86,6.30,78.10,28.17,5.90,69.50,0.60,,,,,4.00,40.00,36.70,26.34,0.83,0.43,0.23,0.21,1.79,,,0.79,3.20,38.00,4.00,6.00,30.00,0.00,32.00,0.89,40.40,33.37,90.90,0.31,29.59,0.80,1.00,"2 - Connect",0.35,0.98,0.89,896975.00,543053.00,68.03,41.18,353922.00,26.84,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",4/7/2021 0:00:00,4.00
"TON","TO","Oceania","WPRO","UMC","Tonga","Tonga",11/4/2021 0:00:00,1.00,0.94,1.00,0.94,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.14,,,0.00,9.36,0.00,1.33,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.52",106759.00,150.02,22.30,5.82,4.03,5425.62,,227.49,15.42,11.80,44.40,,2.60,70.91,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91707.00,54529.00,86.76,51.59,37178.00,35.17,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",4/14/2021 0:00:00,2.00
"TTO","TT","North America","AMRO","HIC","Trinidad and Tobago","Trinidad and Tobago",11/4/2021 0:00:00,58106.00,4151.94,1946.00,139.05,393.00,1729.00,123.54,71.00,5.07,9.00,58441.00,335.00,270.71,1739.00,10.00,10.14,41643.21,238.71,192.90,1239.15,7.12,7.22,,,,,,,,,,,,,,,,,,,1236684.00,625832.00,610852.00,,3231.00,2943.00,88.12,44.59,43.53,,2097.00,,1403374.00,266.88,36.20,10.01,5.81,28763.07,,228.46,10.97,,,89.44,3.00,73.51,0.79,,,,,3.13,158.00,63.11,43.52,1.27,0.21,,0.92,1.07,0.00,,0.07,3.93,80.00,53.00,42.00,6.00,57.00,,,44.59,44.06,69.80,0.21,0.00,0.00,0.00,"0 - High Income *",0.61,1.77,1.23,1216085.00,655094.00,86.89,46.81,629153.00,44.95,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2/17/2021 0:00:00,5.00
"TUN","TN","Africa","EMRO","LMC","Tunisia","Tunisia",11/4/2021 0:00:00,712982.00,6032.70,752.00,6.36,0.00,25254.00,213.68,27.00,0.22,0.00,713071.00,89.00,120.14,25261.00,7.00,4.85,59742.38,7.45,10.06,2116.41,0.58,0.40,,,,,,,,,,,"3087483","258.675",,"4150","0.348","0.029","34.5","people tested",9494334.00,5678067.00,4598476.00,163744.00,37158.00,50604.00,79.55,47.57,38.53,1.37,4240.00,,11935764.00,74.22,32.70,8.00,5.07,10849.29,2.00,318.99,8.52,1.10,65.80,78.68,2.30,76.70,0.74,,,,,0.05,80.00,44.86,38.52,3.06,0.44,,0.31,0.01,0.00,,0.68,4.98,64.00,2.00,9.00,30.00,38.00,6.00,1.39,47.56,39.77,88.65,0.23,0.00,0.00,1.00,"3 - Leverage",4.59,10.70,9.49,9179487.00,5579315.00,77.67,47.20,4495433.00,38.03,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",3/13/2021 0:00:00,7.00
"TUR","TR","Asia","EURO","UMC","Turkey","Turkey",11/4/2021 0:00:00,8150708.00,9664.21,189173.00,224.30,29482.00,71526.00,84.80,1528.00,1.81,228.00,8150678.00,29482.00,27024.71,71526.00,228.00,218.28,95842.14,346.67,317.77,841.05,2.68,2.56,,,,,,,,,,,,,,,,,,,117008424.00,55549947.00,49007760.00,12450717.00,177095.00,140661.00,137.59,65.32,57.63,14.64,1654.00,,85042736.00,104.91,31.60,8.15,5.06,25129.34,0.20,171.28,12.13,14.10,41.10,,2.81,77.69,0.82,,,,,0.98,141.00,75.55,57.63,1.85,0.17,,4.17,0.83,99.90,,,4.15,89.00,141.00,0.00,0.00,0.00,,,65.31,68.79,91.04,0.07,0.00,0.00,0.00,"4 - Strengthen",49.01,128.51,117.00,115255712.00,55164675.00,136.70,66.34,48785089.00,57.84,"Pfizer BioNTech - Comirnaty, Sinovac - CoronaVac",,2.00
"TWN","TW","Asia",,"","China, Province of Taiwan","Taiwan",11/4/2021 0:00:00,,,,,,,,,,,16430.00,2.00,5.14,847.00,0.00,0.00,688.74,0.08,0.21,35.50,0.00,0.00,,,,,,,,,,"9986","4058655","170.138","0.419","16555","0.694","0","3218.9","people tested",25851240.00,17399450.00,8451790.00,,73176.00,257501.00,108.37,72.94,35.43,,10794.00,,23855008.00,,42.20,,8.35,,,103.95,,,,,,80.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TZA","TZ","Africa","AFRO","LMC","United Republic of Tanzania","Tanzania",11/4/2021 0:00:00,26196.00,43.85,42.00,0.07,0.00,725.00,1.21,0.00,0.00,0.00,26196.00,42.00,6.00,725.00,0.00,0.00,425.96,0.68,0.09,11.78,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61498438.00,64.69,17.70,3.10,1.87,2683.30,49.10,217.28,5.75,3.30,26.70,47.95,0.70,65.46,0.52,,,,,14.00,30.00,1.82,1.57,0.00,0.00,1.37,0.04,0.00,,1.37,0.95,5.00,20.00,0.00,0.00,30.00,0.00,50.00,61.50,1.44,0.81,44.50,0.57,40.00,49.20,1.00,"2 - Connect",0.96,2.23,0.99,1001610.00,,1.67,,965778.00,1.61,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",7/28/2021 0:00:00,3.00
"UGA","UG","Africa","AFRO","LIC","Uganda","Uganda",11/4/2021 0:00:00,126407.00,276.35,407.00,0.89,59.00,3223.00,7.04,13.00,0.02,2.00,126348.00,27.00,61.14,3222.00,3.00,1.85,2681.20,0.57,1.29,68.37,0.06,0.03,,,,,,,,,,,,,,,,,,,3604659.00,3189173.00,415486.00,,,47870.00,7.65,6.77,0.88,,1016.00,,47123533.00,213.75,16.40,2.16,1.30,1697.70,41.60,213.33,2.50,3.40,16.70,21.22,0.50,63.37,0.54,,,,,0.05,50.00,8.21,0.87,0.10,0.09,1.28,0.10,0.56,0.00,1.20,0.89,4.44,22.00,0.00,1.00,30.00,19.00,48.00,45.20,6.76,3.82,46.52,0.56,20.12,19.00,1.00,"3 - Leverage",0.41,7.73,3.60,2854082.00,2216950.00,6.24,4.84,637132.00,1.39,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",3/10/2021 0:00:00,5.00
"UKR","UA","Europe","EURO","LMC","Ukraine","Ukraine",11/4/2021 0:00:00,3032951.00,6935.03,154277.00,352.76,26488.00,70842.00,161.98,3990.00,9.12,696.00,3146617.00,28477.00,23165.85,74617.00,729.00,591.71,72391.23,655.14,532.95,1716.64,16.77,13.61,,,,,,,,,,"72918","14658956","337.245","1.678","60982","1.403","0.38","2.6","tests performed",18578609.00,10895718.00,7703571.00,,0.00,213687.00,42.74,25.07,17.72,,4916.00,,43466822.00,77.39,41.40,16.46,11.13,7894.39,0.10,539.84,7.11,13.50,47.40,,8.80,72.06,0.77,,,,,2.18,85.00,23.51,17.71,0.58,0.56,0.66,1.40,9.99999977648258e-03,0.00,0.10,,4.98,39.00,28.00,4.00,30.00,23.00,31.00,26.89,25.06,21.37,90.90,0.40,0.00,0.00,1.00,"3 - Leverage",7.70,20.43,18.57,17673664.00,10284022.00,40.40,23.51,7389642.00,16.89,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2/24/2021 0:00:00,6.00
"URY","UY","South America","AMRO","HIC","Uruguay","Uruguay",11/4/2021 0:00:00,394443.00,11355.02,1564.00,45.02,195.00,6080.00,175.02,4.00,0.11,0.00,394679.00,236.00,220.00,6082.00,2.00,0.85,113245.85,67.71,63.12,1745.11,0.57,0.24,,,,,,,,,,,,,,,,,,,6638339.00,2764392.00,2623875.00,1250072.00,9076.00,6149.00,190.47,79.32,75.29,35.87,1764.00,"37.04",3485152.00,19.75,35.60,14.65,10.36,20551.40,0.10,160.70,6.93,14.00,19.90,,2.80,77.91,0.81,,,,,0.55,79.00,104.62,75.29,1.41,0.23,,2.53,0.18,,,,4.80,119.00,66.00,7.00,6.00,0.00,,,79.31,95.24,91.02,,0.00,0.00,0.00,"0 - High Income *",2.62,7.29,6.63,6598381.00,2759937.00,189.95,79.45,2618716.00,75.38,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2/27/2021 0:00:00,3.00
"USA","US","North America","AMRO","HIC","United States of America","United States",11/4/2021 0:00:00,45968940.00,13887.78,493807.00,149.18,79444.00,744398.00,224.89,7471.00,2.25,1258.00,46334856.00,82061.00,72619.00,751555.00,1131.00,1085.57,139179.20,246.49,218.13,2257.49,3.39,3.26,,11765.00,35.33,"41897","125.849",,,,,,,,,,,,,,426728092.00,222591394.00,191823814.00,21441707.00,0.00,662828.00,126.88,66.18,57.04,6.38,1971.00,"56.02",332915074.00,35.60,38.30,15.41,9.73,54225.44,1.20,151.08,10.79,19.10,24.60,,2.77,78.86,0.92,,,,,0.40,240.00,78.31,57.61,1.03,0.31,,4.30,3.27,96.50,,,1.72,122.00,240.00,0.00,0.00,0.00,,,66.86,64.09,81.83,0.07,0.00,0.00,0.00,"0 - High Income *",191.82,521.47,426.73,434528145.00,242903541.00,131.27,73.38,207384141.00,62.65,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",12/14/2020 0:00:00,3.00
"UZB","UZ","Asia","EURO","LMC","Uzbekistan","Uzbekistan",11/4/2021 0:00:00,187381.00,559.86,2086.00,6.23,296.00,1334.00,3.98,16.00,0.04,2.00,187085.00,292.00,311.42,1332.00,3.00,2.28,5512.91,8.60,9.17,39.25,0.08,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33935765.00,76.13,28.20,4.46,2.87,6253.10,,724.41,7.57,1.30,24.70,,4.00,71.72,0.72,,,,,0.40,83.00,43.31,17.32,1.52,0.49,0.38,,0.05,0.00,,,4.94,40.00,53.00,0.00,30.00,0.00,30.00,20.39,40.75,39.38,90.90,0.34,0.00,0.00,1.00,"2 - Connect",5.88,29.40,26.72,23603184.00,11780649.00,70.50,46.80,7939522.00,23.72,"Anhui ZL - Recombinant,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",4/28/2021 0:00:00,6.00
"VAT","VA","Europe",,"","Holy See","Vatican",11/4/2021 0:00:00,26.00,3213.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,0.00,,,0.00,33251.23,0.00,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.00,,,,,,,,,,,,,75.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
